x,y,z
0.19961051569657773,0.0,0.987524342768964
0.39922103139315546,0.0,0.9750486855379278
0.5988315470897332,0.0,0.9625730283068916
0.7984420627863109,0.0,0.9500973710758556
0.9980525784828886,0.0,0.9376217138448195
1.1976630941794664,0.0,0.9251460566137834
1.310040133006577,-0.021744849635267686,0.9126703993827472
1.2932308429499697,-0.08969172267033713,0.9005982130380427
1.3379916558389375,-0.14653670894530887,0.8894939463803433
1.3675889651178408,-0.22445728697268047,0.8790437302032381
1.4251131110350193,-0.3024671915116348,0.8692865860158147
1.497221828339171,-0.3895620202420405,0.8600941977173738
1.5959619351264078,-0.47456035635211624,0.8514093142322522
1.7216141713533164,-0.5533859384593797,0.843139533732677
1.8755274908539719,-0.6152350640787896,0.8352008626767583
2.053574408515752,-0.6507953839051682,0.8275022349861313
2.247220723419274,-0.6525777286298116,0.81995504859751
2.445057884983032,-0.6191826491928218,0.8124797280425103
2.6373076822191326,-0.5573347617963754,0.8050188115887994
2.8224948562047154,-0.4819146715877492,0.7975499681380149
3.00746365356272,-0.4062129409392918,0.7900805651657684
3.1924324509207245,-0.33051121029083436,0.7826111621935219
3.377401248278729,-0.254809479642377,0.7751417592212754
3.5623700456367335,-0.17910774899391962,0.7676723562490289
3.747338842994738,-0.10340601834546226,0.7602029532767823
3.9323076403527426,-0.02770428769700492,0.7527335503045358
4.117276437710747,0.047997442951452224,0.7452641473322894
4.257441736939337,0.19066369566666294,0.7454351103678037
4.397607036167927,0.3333299483818737,0.7456060734033181
4.537772335396517,0.4759962010970844,0.7457770364388324
4.677937634625107,0.6186624538122951,0.7459479994743468
4.818102933853697,0.7613287065275058,0.7461189625098611
4.958268233082287,0.9039949592427166,0.7462899255453754
5.098433532310877,1.0466612119579273,0.7464608885808898
5.238598831539467,1.189327464673138,0.7466318516164041
5.378764130768057,1.3319937173883487,0.7468028146519186
5.503191429368017,1.4577371170998061,0.7469737776874329
5.501483587357891,1.4456024947977852,0.7471436323532941
5.511480724490642,1.4441717587266616,0.7473035110148127
5.5171187076464125,1.4351367678977323,0.747454692936865
5.527602409764813,1.428376523110769,0.7475972965166869
5.538571670692065,1.4180976587703793,0.7477320016556714
5.553123833407323,1.407172496828279,0.7478591604262367
5.570551902813614,1.3936481397113993,0.7479792601458376
5.592421311621271,1.3782812494160273,0.7480926878267206
5.619407154835264,1.3604033794573627,0.7481998560607368
5.653025886643102,1.3403192127541246,0.748301143322944
5.6948074953771295,1.3181260493594282,0.7483969307655822
5.7467631328283595,1.2946044937834678,0.748487590984005
